X,Y,DISTRICT,SITE_ID,PROJECT_NAME,PROJECT_ID,STATUS,PROJECT_MGR,OGC_NUMBER,ISDR_DATE,CONTAMINANTS,OFFSITECOC,ADDRESS,CITY,ZIP5,ZIP4,COUNTY_ID,DATUM_ID,METHOD_ID,FEATURE,OBJECT_OF_INTEREST,PROXIMITY_TO_OBJECT,LAT_DD,LAT_MM,LAT_SS,LONG_DD,LONG_MM,LONG_SS,GIS_ALBX,GIS_ALBY,COLLECT_USERNAME,COLLECT_AFFILIATION,COLLECT_PROGRAM_ID,COLLECT_DATE,MAP_SOURCE,MAP_SOURCE_SCALE,INTERPOLATION_SCALE,COORDINATE_ACCURACY_ID,VERIFY_METHOD_ID,VERIFIER_USERNAME,VERIFIER_AFFILIATION,VERIFYING_PROGRAM_ID,VERIFICATION_DATE,OBJECTID,DOCUMENTS
-81.441072536381938,27.468622137465776,SD,286875,"SEBRING FORD, LINCOLN, MERCURY",311455,CLOSED,NEMEC_F,,2006-11-13T00:00:00.000Z,,,3201 US HIGHWAY 27 SOUTH,SEBRING,33870,,28,WGS84,DPHO,,CAP_RAP SITE,EXACT,27,28,7.0214,81,26,27.85,652372.84,387403.58,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T00:00:00.000Z,2004_DOQQ,2468,2468,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T09:59:34.000Z,3770,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_286875/gis-facility!search
-81.360500285588543,27.30114948677565,SD,291414,SOUTH HIGHLANDS SHOPPING CENTER (AKA: FEATHERS DRY CLEANERS),314625,CLOSED,MASELLA_C,,1994-09-19T00:00:00.000Z,,,341 CENTRAL AVENUE,LAKE PLACID,33852,,28,WGS84,DPHO,,CAP_RAP SITE,EXACT,27,18,4.12,81,21,37.79,660716.05,368978.67,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T00:00:00.000Z,2004_DOQQ,5000,5000,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T16:26:30.000Z,3974,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_291414/gis-facility!search
-81.443928482439674,27.473176610194958,SD,291411,SOUTHGATE SHOPPING CENTER (AKA: FEATHERS DRY CLEANERS),314623,CLOSED,MASELLA_C,,1994-09-19T00:00:00.000Z,,,2906 US 27 SOUTH,SEBRING,33870,,28,WGS84,DPHO,,CAP_RAP SITE,VICIN,27,28,23.4175,81,26,38.1314,652080.73,387903.38,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T00:00:00.000Z,2004_DOQQ,942,942,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T14:46:52.000Z,3973,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_291411/gis-facility!search
-82.119404664236797,27.017704287444779,SD,291593,STATE ROAD 776 EXTENSION,314761,CLOSED,MASELLA_C,,1995-01-13T00:00:00.000Z,,,STATE ROAD 776,PORT CHARLOTTE,33952,,8,WGS84,DPHO,,CAP_RAP SITE,CENTR,27,1,3.7176,82,7,9.845,586242.46,336136.07,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T00:00:00.000Z,2004_DOQQ,5000,5000,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T09:41:34.000Z,3997,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_291593/gis-facility!search
-81.798132228975575,24.561300344683559,SD,274291,STEAMPLANT CONDOMINIUMS,304332,CLOSED,NEMEC_F,,2006-01-26T00:00:00.000Z,Arsenic,n,281 TRUMBO ROAD,KEY WEST,,,44,NAD83,DPHO,,CAP_RAP SITE,CENTR,24,33,40.6656,81,47,53.2648,622921.86,64178.52,GOULD_J,,CL,,2004 doqqs,2500,,4,DPHO,ROESSLER_J,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2007-03-14T11:57:24.000Z,3609,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_274291/gis-facility!search
-81.877838581061866,26.582415685746561,SD,227208,SUMMERLIN BEND PLAZA,276009,CLOSED,GOULD_J,,2003-11-05T00:00:00.000Z,drycleaning solvent,N,1791 BOY SCOUT ROAD,FORT MYERS,,,36,HARN,UNVR,,CAP_RAP SITE,CENTR,26,34,56.679,81,52,40.2074,610995.38,288205.64,STANDRIDGE_N,FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2004-11-04T09:38:27.000Z,1999 doqs,2077,,4,DPHO,STANDRIDGE_N,FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2004-11-04T09:38:27.000Z,3074,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_227208/gis-facility!search
-80.125132311605469,26.220446579035951,SED,53324,FORMER CYPRESS PLAZA SHOPPING CENTER,287304,CLOSED,SELVENDRAN_G,05-0475,2004-12-09T00:00:00.000Z,,N,745 S CYPRESS RD,POMPANO BEACH,33060,,6,NAD83,DPHO,former DC in plaza.,CAP_RAP SITE,VICIN,26,13,13.5904,80,7,30.4667,786474.66,252285.35,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2012-12-20T00:00:00.000Z,IMAGERY_04_09,5000,5000,3,DPHO,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2012-12-20T15:19:31.000Z,3324,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_53324/gis-facility!search
-80.060345106008043,26.499754594809541,SED,251985,FORMER GULFSTREAM MALL CLEANERS,289692,CLOSED,SMITH_LA,,2005-03-11T00:00:00.000Z,,Y,3661-3663 SOUTH FEDERAL HIGHWAY,BOYNTON BEACH,33435,,50,HARN,DPHO,,CAP_RAP SITE,CENTR,26,29,59.099,80,3,37.2328,791944.34,283476.3,THORNTON_A,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CR,2006-03-03T07:51:43.000Z,1999 doqs,3610,,4,DPHO,THORNTON_A,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2006-03-03T07:51:43.000Z,3351,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_251985/gis-facility!search
-80.146073399154133,26.167305703414463,SED,271314,FORMER MEDICS AMBULANCE,302267,CLOSED,ARMSTRONG_B,,2005-12-12T00:00:00.000Z,,,3110 NORTH ANDREWS AVENUE,OAKLAND PARK,33309,,6,HARN,DPHO,ambulance lifts,CAP_RAP SITE,APPRX,26,10,2.2833,80,8,45.8546,784571.27,246324.63,TRACY_A,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2006-12-05T17:47:58.000Z,2004 doqqs,1620,,4,DPHO,TRACY_A,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2006-12-05T17:47:58.000Z,3539,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_271314/gis-facility!search
-80.260002709727758,26.121393662169051,SED,275446,FORMER ONE PRICE CLEANERS - SHOPPES OF JACARANDA,304933,CLOSED,FISHKIN_L,,2005-04-04T00:00:00.000Z,,N,8263 W. BROWARD BLVD.,PLANTATION,33324,,6,NAD83,DPHO,dry cleaner,CAP_RAP SITE,APPRX,26,7,17,80,15,36,773360.42,240881.95,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2012-08-08T00:00:00.000Z,IMAGERY_04_09,1250,1250,3,DPHO,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2012-08-08T07:47:22.000Z,3627,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_275446/gis-facility!search
-80.305011573906057,25.761511653140104,SED,243213,FORMER VOGUE CLEANERS,284670,CLOSED,SMITH_LA,,2004-10-11T00:00:00.000Z,,N,976 SW 67TH AVENUE,MIAMI,,,13,HARN,DPHO,,CAP_RAP SITE,EXACT,25,45,41.4251,80,18,18.0319,770064.88,200829.58,STONE_H,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-12-22T15:04:16.000Z,1999 doqs,739,,4,DPHO,STONE_H,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-12-22T15:04:16.000Z,3280,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_243213/gis-facility!search
-80.118215680220032,26.586068309294404,SED,271320,FORMER WALPOLE NURSERY SABAL GROVE,302272,CLOSED,RUECKERT_W,,2006-04-06T00:00:00.000Z,"Meeting to notify department of contamination, SAR is due 1/06/2007.",N,4630 LANTANA ROAD,LAKE WORTH,33463,,50,HARN,DPHO,former nursery,CAP_RAP SITE,APPRX,26,35,9.8283,80,7,5.5668,785886.55,292870.33,TRACY_A,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CR,2006-12-05T15:39:34.000Z,2004 doqqs,1295,,4,DPHO,TRACY_A,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2006-12-05T15:39:34.000Z,3542,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_271320/gis-facility!search
-80.315734236126019,27.458847217123431,SED,269455,FORT PIERCE UTILITY AUTHORITY,300792,CLOSED,ARMSTRONG_B,,2005-08-25T00:00:00.000Z,,,800 - 1000 SEAWAY DRIVE,FORT PIERCE,34950,,56,HARN,DPHO,,CAP_RAP SITE,ENTRA,27,27,31.8316,80,18,56.6333,763362.55,389128.22,THORNTON_A,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2006-09-26T10:45:38.000Z,2004 doqqs,2657,,4,DPHO,THORNTON_A,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2006-09-26T10:45:38.000Z,3506,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_269455/gis-facility!search
-80.325627433520481,27.454676382512584,SED,269196,FORT PIERCE UTILITY PIPELINE,300478,CLOSED,TORVELA_A,,2005-10-11T00:00:00.000Z,,Y,"NORTH 2ND STREET, SOUTH OF SEAWAY DR.",FORT PIERCE,34950,,56,WGS84,DPHO,,CAP_RAP SITE,VICIN,27,27,16.8166,80,19,32.2488,762401.37,388635.94,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-03-09T00:00:00.000Z,2004_DOQQ,5000,5000,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-03-09T14:32:41.000Z,3502,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_269196/gis-facility!search
-80.24496167903402,27.173066869540392,SED,240434,FRASCO PROPERTY,283335,CLOSED,RUECKERT_W,,2004-11-09T00:00:00.000Z,,N,2601 SE WILLOUGHBY BLVD,STUART,34994,,43,NAD83,DPHO,,CAP_RAP SITE,CENTR,27,10,23.0226,80,14,41.8522,771307,357620,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2012-08-09T00:00:00.000Z,IMAGERY_04_09,5000,5000,3,DPHO,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2012-08-09T11:03:04.000Z,3259,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_240434/gis-facility!search
-80.22469564514607,27.177282009886984,SED,223192,GALAXY AVIATION,273596,CLOSED,SELVENDRAN_G,,2003-08-08T00:00:00.000Z,,,,,,,43,HARN,UNVR,,CAP_RAP SITE,VICIN,27,10,38.1971,80,13,28.8945,773296.3,358149.22,STONE_H,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-17T09:31:37.000Z,1999 doqs,4990,,4,DPHO,STONE_H,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-17T09:31:37.000Z,3037,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_223192/gis-facility!search
-80.202994291060378,26.681906998159757,SED,272839,TIRES PLUS TOTAL CAR CARE (BFS RETAIL SITE),303099,CLOSED,WIERZBICKI_P,,2007-01-26T00:00:00.000Z,,N,10105 SOUTHERN BLVD.,ROYAL PALM BEACH,33411,,50,NAD83,DPHO,,CAP_RAP SITE,APPRX,26,40,54.8475,80,12,10.7697,777134.34,303241.71,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2011-10-05T00:00:00.000Z,IMAGERY_04_09,5000,5000,3,DPHO,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2011-10-05T07:47:53.000Z,3569,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_272839/gis-facility!search
-80.392750618951538,27.444194322141467,SED,244547,"TOTAL TRUCK REPAIR, INC.",285394,CLOSED,SENARATH_A,,2004-11-12T00:00:00.000Z,,,,FORT PIERCE,,,56,HARN,DPHO,,CAP_RAP SITE,APPRX,27,26,39.0812,80,23,33.8922,755816.81,387277.47,STONE_H,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-12-22T16:14:00.000Z,1999 doqs,4166,,4,DPHO,STONE_H,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-12-22T16:14:00.000Z,3299,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_244547/gis-facility!search
-84.261437927423856,30.436189234012737,NWD,244455,SHELL-MAGNOLIA STATION,285320,CLOSED,MELTON_C,,2004-09-16T00:00:00.000Z,waste oil,N,1313 APALACHEE PARKWAY,TALLAHASSEE,32304,,37,NAD83,UNVR,,CAP_RAP SITE,APPRX,30,26,10.2607,84,15,41.1621,374913.11,714321.19,MELTON_C,,CL,,1999 doqs,4576,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-12T09:59:56.000Z,3298,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_244455/gis-facility!search
-84.491112783438496,30.061396946167722,NWD,222864,SOPCHOPPY DEPOT,273407,CLOSED,WEBSTER_A,,2003-09-04T00:00:00.000Z,Lead,U,34 ROSE STREET,SOPCHOPPY,32358,,65,NAD83,UNVR,,CAP_RAP SITE,APPRX,30,3,41.0088,84,29,27.9914,352707.77,672789.73,,,CL,,1999 doqs,2017,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-08T10:06:22.000Z,3032,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_222864/gis-facility!search
-84.218292182508691,30.170357285517941,NWD,13210,ST. MARKS/SEMINOLE REFINING,281244,CLOSED,HULTSTRAND_V,84-0199,1983-04-13T00:00:00.000Z,"petroleum, PCP,Dioxin and asbestos",Y,400 PORT LEON DRIVE,ST MARKS,32355,,65,HARN,UNKN,,CAP_RAP SITE,VICIN,30,10,13.2659,84,13,5.8375,379001,684809,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-08T09:55:28.000Z,1999 doqs,4020,,4,DPHO,BAIN_W,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-06-08T09:55:28.000Z,3195,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_13210/gis-facility!search
-81.871135385156364,26.598277300391011,SD,227078,SUNCOAST CLEANERS & LAUNDRY,275949,CLOSED,GOULD_J,,2003-10-13T00:00:00.000Z,drycleaning solvents,N,4427 S CLEVELAND AVENUE,FORT MYERS,,,36,HARN,UNVR,,CAP_RAP SITE,CENTR,26,35,53.7808,81,52,16.0759,611631.2,289978.47,STANDRIDGE_N,FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2004-11-08T07:40:40.000Z,1999 doqs,4862,,4,DPHO,STANDRIDGE_N,FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2004-11-08T07:40:40.000Z,3073,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_227078/gis-facility!search
-82.45579457419953,27.261205450566035,SD,286688,SUNRISE GOLF COURSE,293600,CLOSED,MASELLA_C,,2005-10-04T00:00:00.000Z,SAR/RAP,U,5710 DRAW LANE,SARASOTA,34238,,58,WGS84,DPHO,,CAP_RAP SITE,APPRX,27,15,40.3216,82,27,20.8483,552591.94,362708.36,SELLERS_R,Florida Department of Environmental Protection,CL,2009-06-01T00:00:00.000Z,2004_DOQQ,5000,5000,3,DPHO,SELLERS_R,Florida Department of Environmental Protection,CL,2009-06-01T15:03:51.000Z,3397,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_286688/gis-facility!search
-81.770653984970949,26.230460045018056,SD,291334,THE CARLISLE,314593,CLOSED,MASELLA_C,,2003-11-20T00:00:00.000Z,,,6945 CARLISLE COURT,NAPLES,34109,6883,11,WGS84,DPHO,,FACILITY,VICIN,26,13,49.639,81,46,14.343,622356.85,249334.18,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-03-17T00:00:00.000Z,2004_DOQQ,5000,5000,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-03-17T16:47:20.000Z,3966,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_291334/gis-facility!search
-82.093800266191707,26.977475666544695,SD,226794,TIRE KINGDOM,275758,CLOSED,GOULD_J,,2003-08-22T00:00:00.000Z,,,3555 NORT TAMIAMI TRAIL,PORT CHARLOTTE,,,8,HARN,UNVR,,CAP_RAP SITE,APPRX,26,58,38.8946,82,5,37.6692,588847.19,331708.6,STONE_H,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-15T11:44:54.000Z,1999 doqs,1517,,4,DPHO,STONE_H,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-08-15T11:44:54.000Z,3065,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_226794/gis-facility!search
-81.941119795350943,26.632000863043007,SD,226787,TIRE KINGDOM #044,275750,CLOSED,NEMEC_F,,2003-08-22T00:00:00.000Z,hydraulic oil,N,1028 DEL PRADO BLVD,CAPE CORAL,,,36,HARN,UNVR,,CAP_RAP SITE,EXACT,26,37,55.1856,81,56,28.0197,604611.97,293602.84,STANDRIDGE_N,FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2004-10-26T15:14:01.000Z,1999 doqs,2557,,4,DPHO,STANDRIDGE_N,FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2004-10-26T15:14:01.000Z,3062,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_226787/gis-facility!search
-81.941119795350943,26.632000863043007,SD,226787,TIRE KINGDOM #044,275750,CLOSED,NEMEC_F,,2003-08-22T00:00:00.000Z,,,1028 DEL PRADO BLVD,CAPE CORAL,,,36,HARN,UNVR,,CAP_RAP SITE,EXACT,26,37,55.1856,81,56,28.0197,604611.97,293602.84,STANDRIDGE_N,FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2004-10-26T15:14:01.000Z,1999 doqs,2557,,4,DPHO,STANDRIDGE_N,FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2004-10-26T15:14:01.000Z,3063,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_226787/gis-facility!search
-82.482350720037559,27.239852694522366,SD,290948,TOURNAMENT PLAYERS CLUB AT PRESTANCIA,314320,CLOSED,MASELLA_C,,2008-10-13T00:00:00.000Z,"groundwater arsenic, pests; soil arsenic, TRPH, pesticides",N,4409 TOURNAMENT PLAYERS CLUB,SARASOTA,34238,,58,WGS84,DPHO,,CAP_RAP SITE,ENTRA,27,14,23.4517,82,28,56.4504,549997.09,360304.98,BELL_SC,Florida Department of Environmental Protection,CR,2009-06-03T00:00:00.000Z,2004_DOQQ,11193,11193,3,DPHO,BELL_SC,Florida Department of Environmental Protection,CR,2009-06-03T15:38:50.000Z,3922,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_290948/gis-facility!search
-80.666493149624969,26.698341103196569,SED,48240,GLADES AP CROP DUSTING PLANE CRASH 4/8/03,277046,CLOSED,SMITH_LA,,2003-04-08T00:00:00.000Z,,,HWY 441 & AIRPORT RD,BELLE GLADE,,,50,NAD83,DPHO,SE corner of Airport,CAP_RAP SITE,APPRX,26,41,54.0103,80,39,59.3651,731060.44,303734.43,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2012-10-26T00:00:00.000Z,IMAGERY_04_09,12000,12000,3,DPHO,WIERZBICKI_P,Florida Department of Environmental Protection,CL,2012-10-26T08:44:26.000Z,3132,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_48240/gis-facility!search
-80.669766401568225,26.72393049897213,SED,279589,GLADES REPLACEMENT HOSPITAL,307041,CLOSED,SMITH_LA,,2007-06-12T00:00:00.000Z,,,,BELLE GLADE,33430,,50,WGS84,DPHO,,CAP_RAP SITE,CENTR,26,43,26.1321,80,40,11.1488,730658.74,306565.42,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T00:00:00.000Z,2004_DOQQ,5000,5000,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T13:21:30.000Z,3672,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_279589/gis-facility!search
-80.253244404453113,27.192935597887406,SED,286549,GOODYEAR AUTO SERVICE CENTER #2548,311199,CLOSED,SELVENDRAN_G,,2008-01-09T00:00:00.000Z,,N,716 COLORADO AVENUE,STUART,34994,,43,WGS84,DPHO,SERVICE STATION,CAP_RAP SITE,CENTR,27,11,34.55,80,15,11.67,770421.22,359800.22,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T00:00:00.000Z,2004_DOQQ,5000,5000,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T15:18:45.000Z,3766,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_286549/gis-facility!search
-80.210292640691733,27.154038087992667,SED,264242,GORMAN CO HAJOCA CORPORATION,297438,CLOSED,WIERZBICKI_P,,2005-02-03T00:00:00.000Z,,N,4191 SE COMMERCE AVENUE,STUART,34997,,43,NAD83,DPHO,,CAP_RAP SITE,EXACT,27,9,14.519,80,12,37.0437,774799,355613,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2013-06-13T00:00:00.000Z,IMAGERY_04_09,2500,2500,3,DPHO,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2013-06-13T12:38:43.000Z,3459,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_264242/gis-facility!search
-80.061435856606806,26.515918043056409,SED,247519,"GULF STREAM LUMBER (FMR),PARCEL D, EPOCH PROP LAS VENTANAS",287121,CLOSED,RUECKERT_W,,2004-05-03T00:00:00.000Z,Chlorinated solvents,N,1415 SOUTH FEDERAL HIGHWAY,BOYNTON BEACH,33435,,50,NAD83,DPHO,Along W. Boundary at RR,CAP_RAP SITE,ADMIN,26,30,57.2874,80,3,41.1595,791778.22,285265.82,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2012-04-05T00:00:00.000Z,IMAGERY_04_09,5000,5000,3,DPHO,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2012-04-05T09:33:22.000Z,3322,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_247519/gis-facility!search
-80.059496383418804,26.515377349016561,SED,49666,GULF STREAM LUMBER CO (FMR) PARCEL A EPOCH PROP LAS VENTANAS,284664,CLOSED,SMITH_LA,,2004-10-04T00:00:00.000Z,,,1415 S FEDERAL HWY,BOYNTON BEACH,33435,,50,NAD83,DPHO,NE COR OF BUILDING,CAP_RAP SITE,APPRX,26,30,55.3409,80,3,34.1774,791973,285212,WIERZBICKI_P,Florida Department of Environmental Protection,CL,2015-05-20T00:00:00.000Z,IMAGERY_11_13,5000,5000,3,DPHO,WIERZBICKI_P,Florida Department of Environmental Protection,CL,2015-05-20T09:31:37.000Z,3279,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_49666/gis-facility!search
-80.262288848180688,27.099738351624804,SED,275467,TROPICAL FARMS WATER TREATMENT PLANT,304944,CLOSED,ARMSTRONG_B,,2006-11-28T00:00:00.000Z,,,8595 SW KANSAS AVENUE,STUART,34995,9000,43,WGS84,DPHO,water treatment plant,CAP_RAP SITE,CENTR,27,5,59.04,80,15,44.23,769840.93,349429.7,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T00:00:00.000Z,2004_DOQQ,5000,5000,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-04-14T11:39:27.000Z,3632,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_275467/gis-facility!search
-80.16321752466105,26.50368784353055,SED,265385,TROPICAL WORLD NURSERY,296073,CLOSED,WIERZBICKI_P,,2005-12-06T00:00:00.000Z,,,7401 TROPICAL WORLD WAY,BOYNTON BEACH,33437,,50,NAD83,DPHO,Near excavation area,CAP_RAP SITE,APPRX,26,30,13.2587,80,9,47.5734,781699.32,283589.69,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2015-04-01T00:00:00.000Z,IMAGERY_11_13,5000,5000,3,DPHO,WIERZBICKI_P,Florida Department of Environmental Protection,CR,2015-04-01T08:32:57.000Z,3440,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_265385/gis-facility!search
-80.906401127655286,26.389021103847078,SED,248441,US SUGAR CO SOUTHERN GROVE MOTT FARM LOCATION M3,287689,CLOSED,WIERZBICKI_P,,2005-04-01T00:00:00.000Z,Arsenic detected in Groundwater in SFWMD report.,N,COUNTY ROAD 846,,,,26,NAD83,UNVR,Equipment staging area M3,CAP_RAP SITE,APPRX,26,23,20.4586,80,54,23.0336,708100.83,268787.52,WIERZBICKI_P,,CL,2005-03-01T00:00:00.000Z,1999 doqs,4999,,4,DPHO,THORNTON_A,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2006-06-13T08:40:38.000Z,3329,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_248441/gis-facility!search
-85.600991159143874,30.165021741894723,NWD,236110,TOWN AND COUNTRY LAKE ESTATES,281245,CLOSED,HULTSTRAND_V,,2003-08-20T00:00:00.000Z,"arsenic, solvents, pesticides, bacterial, and possibily radionuclides",Y,,CITY OF SPRINGFIELD,,,3,HARN,DPHO,,CAP_RAP SITE,VICIN,30,9,54.0581,85,36,3.5524,245984.16,685197.89,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-10-06T10:53:47.000Z,1999 doqs,1919,,3,DPHO,KNUTH_B,DEPARTMENT OF ENVIRONMENTAL PROTECTION,CL,2005-10-06T10:53:47.000Z,3196,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_236110/gis-facility!search
-85.183933897407428,30.718167852920946,NWD,286611,TRAVEL CENTERS OF AMERICA,311244,CLOSED,CONNER_M,,2007-11-30T00:00:00.000Z,,,2112 HIGHWAY 71,MARIANNA,32448,,32,WGS84,DPHO,,FACILITY,EXACT,30,43,5.3836,85,11,2.1466,286693.09,746128.64,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-03-08T00:00:00.000Z,2004_DOQQ,5000,5000,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-03-08T14:55:09.000Z,3767,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_286611/gis-facility!search
-81.637614642672375,26.285488728647948,SD,291292,TWIN EAGLES-BONITA BAY GROUP,314571,CLOSED,MASELLA_C,,2005-01-26T00:00:00.000Z,,,11325 IMMOKALEE ROAD,NAPLES,34120,,11,WGS84,DPHO,,FACILITY,CENTR,26,17,7.7422,81,38,15.4015,635507.71,255687.64,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-03-17T00:00:00.000Z,2004_DOQQ,7557,7557,3,DPHO,WILLIAMS_CA,Florida Department of Environmental Protection,CR,2010-03-17T17:21:19.000Z,3956,http://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/COM_291292/gis-facility!search
